Date,Product Name,Demand,Naive,Moving_Average,XGBoost,Prophet
2025-08-07,Amlodipine 5mg,0.0,0.0,0.0,1.5961086,0.39342713067071194
2025-08-08,Amlodipine 5mg,0.0,0.0,0.0,1.3947593,0.0
2025-08-09,Amlodipine 5mg,0.0,0.0,0.0,1.2792898,1.2511430880766494
2025-08-10,Amlodipine 5mg,0.0,0.0,0.0,0.9400604,0.0
2025-08-11,Amlodipine 5mg,0.0,0.0,0.0,1.2914215,0.0
2025-08-12,Amlodipine 5mg,0.0,0.0,0.0,1.4971722,0.4316592850270345
2025-08-13,Amlodipine 5mg,0.0,0.0,0.0,1.4757695,0.503114855995238
2025-08-14,Amlodipine 5mg,0.0,0.0,0.0,2.006924,0.3601327115291899
2025-08-15,Amlodipine 5mg,0.0,0.0,0.0,1.8645763,0.0
2025-08-16,Amlodipine 5mg,0.0,0.0,0.0,2.3789098,1.2178486689336263
2025-08-17,Amlodipine 5mg,5.0,0.0,0.0,2.5299675,0.0
2025-08-18,Amlodipine 5mg,0.0,0.0,0.7142857142857143,0.6273493,0.0
2025-08-19,Amlodipine 5mg,0.0,0.0,0.7142857142857143,0.91001225,0.3983648658837061
2025-08-20,Amlodipine 5mg,8.0,0.0,0.7142857142857143,1.1652435,0.4698204368527339
2025-08-21,Amlodipine 5mg,0.0,0.0,1.8571428571428572,2.2407396,0.32683829238987505
2025-08-22,Amlodipine 5mg,0.0,0.0,1.8571428571428572,1.0495942,0.0
2025-08-23,Amlodipine 5mg,0.0,0.0,1.8571428571428572,1.041663,1.1845542497928616
2025-08-24,Amlodipine 5mg,0.0,5.0,1.8571428571428572,2.1341717,0.0
2025-08-25,Amlodipine 5mg,0.0,0.0,1.1428571428571428,1.2928957,0.0
2025-08-26,Amlodipine 5mg,0.0,0.0,1.1428571428571428,1.4302602,0.3650704467429794
2025-08-27,Amlodipine 5mg,9.0,8.0,1.1428571428571428,5.17491,0.43652601771022964
2025-08-28,Amlodipine 5mg,0.0,0.0,1.2857142857142858,0.916356,0.29354387324835296
2025-08-29,Amlodipine 5mg,0.0,0.0,1.2857142857142858,1.5541736,0.0
2025-08-30,Amlodipine 5mg,0.0,0.0,1.2857142857142858,1.9727268,1.1512598306511974
2025-08-31,Amlodipine 5mg,0.0,0.0,1.2857142857142858,3.7285361,0.0
2025-08-04,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.5367922,0.33448151624245054
2025-08-05,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.74169147,0.0
2025-08-06,Amoxicillin 250mg,0.0,3.0,0.42857142857142855,0.8505991,0.9627255017062046
2025-08-07,Amoxicillin 250mg,0.0,0.0,0.0,0.31636953,0.0
2025-08-08,Amoxicillin 250mg,3.0,0.0,0.0,2.0708237,0.0
2025-08-09,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.53287494,0.6056061872988722
2025-08-10,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.97565365,0.31991480873728234
2025-08-11,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.79132533,0.2723979491376503
2025-08-12,Amoxicillin 250mg,0.0,0.0,0.42857142857142855,0.9211419,0.0
2025-08-13,Amoxicillin 250mg,6.0,0.0,0.42857142857142855,0.63491714,0.9006419346028605
2025-08-14,Amoxicillin 250mg,0.0,0.0,1.2857142857142858,0.63823366,0.0
2025-08-15,Amoxicillin 250mg,0.0,3.0,1.2857142857142858,1.4809687,0.0
2025-08-16,Amoxicillin 250mg,0.0,0.0,0.8571428571428571,1.6119363,0.5435226201955419
2025-08-17,Amoxicillin 250mg,9.0,0.0,0.8571428571428571,1.8002179,0.25783124163162
2025-08-18,Amoxicillin 250mg,0.0,0.0,2.142857142857143,1.2041794,0.21031438203154607
2025-08-19,Amoxicillin 250mg,0.0,0.0,2.142857142857143,1.2151406,0.0
2025-08-20,Amoxicillin 250mg,0.0,6.0,2.142857142857143,0.8329234,0.8385583674979031
2025-08-21,Amoxicillin 250mg,7.0,0.0,1.2857142857142858,0.74071777,0.0
2025-08-22,Amoxicillin 250mg,0.0,0.0,2.2857142857142856,1.369257,0.0
2025-08-23,Amoxicillin 250mg,0.0,0.0,2.2857142857142856,0.93901587,0.48143905308894575
2025-08-24,Amoxicillin 250mg,0.0,9.0,2.2857142857142856,1.2870932,0.19574767452847863
2025-08-25,Amoxicillin 250mg,0.0,0.0,1.0,0.798891,0.14823081492674575
2025-08-26,Amoxicillin 250mg,0.0,0.0,1.0,0.9805273,0.0
2025-08-27,Amoxicillin 250mg,0.0,0.0,1.0,1.1478444,0.7764748003929459
2025-08-28,Amoxicillin 250mg,0.0,7.0,1.0,2.7811048,0.0
2025-08-29,Amoxicillin 250mg,0.0,0.0,0.0,0.83912224,0.0
2025-08-30,Amoxicillin 250mg,6.0,0.0,0.0,1.8153445,0.41935548598558836
2025-08-31,Amoxicillin 250mg,4.0,0.0,0.8571428571428571,2.7939217,0.1336641074228161
2025-08-04,Atorvastatin 10mg,0.0,0.0,0.0,0.29126936,1.4714121544349439
2025-08-05,Atorvastatin 10mg,9.0,0.0,0.0,1.1676453,1.1150054686473294
2025-08-06,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.6843434,0.8290930666016543
2025-08-07,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.626647,0.8290261969727253
2025-08-08,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.34116417,0.8289564578746189
2025-08-09,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.6597321,0.9718092283744875
2025-08-10,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.54130524,1.6148949369058494
2025-08-11,Atorvastatin 10mg,0.0,0.0,1.2857142857142858,0.33257854,1.5059744107382078
2025-08-12,Atorvastatin 10mg,0.0,9.0,1.2857142857142858,2.3675172,1.149567724950384
2025-08-13,Atorvastatin 10mg,0.0,0.0,0.0,0.29551154,0.8636553229047158
2025-08-14,Atorvastatin 10mg,0.0,0.0,0.0,0.41290963,0.8635884532760467
2025-08-15,Atorvastatin 10mg,0.0,0.0,0.0,0.36738777,0.8635187141781805
2025-08-16,Atorvastatin 10mg,0.0,0.0,0.0,0.43703222,1.006371484676097
2025-08-17,Atorvastatin 10mg,0.0,0.0,0.0,1.3108299,1.649457193209591
2025-08-18,Atorvastatin 10mg,0.0,0.0,0.0,1.1947207,1.5405366670412615
2025-08-19,Atorvastatin 10mg,0.0,0.0,0.0,1.1139488,1.1841299812538242
2025-08-20,Atorvastatin 10mg,0.0,0.0,0.0,1.296957,0.898217579208261
2025-08-21,Atorvastatin 10mg,0.0,0.0,0.0,1.1322128,0.8981507095795487
2025-08-22,Atorvastatin 10mg,0.0,0.0,0.0,2.812182,0.8980809704817418
2025-08-23,Atorvastatin 10mg,0.0,0.0,0.0,3.021092,1.0409337409800838
2025-08-24,Atorvastatin 10mg,1.0,0.0,0.0,2.741989,1.6840194495133267
2025-08-25,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.0,1.5750989233445258
2025-08-26,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.7093099,1.2186922375582692
2025-08-27,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.91092646,0.9327798355118062
2025-08-28,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.81165105,0.9327129658828702
2025-08-29,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.8550177,0.9326432267849103
2025-08-30,Atorvastatin 10mg,0.0,0.0,0.14285714285714285,0.7317538,1.07549599728385
2025-08-31,Atorvastatin 10mg,9.0,1.0,0.14285714285714285,1.9186474,1.7185817058170683
2025-08-04,Avil 25mg,9.0,0.0,3.0,0.6057131,1.2708981383121678
2025-08-05,Avil 25mg,0.0,0.0,4.285714285714286,0.64222115,1.154391725924723
2025-08-06,Avil 25mg,8.0,10.0,4.285714285714286,1.6141837,1.5795397758556449
2025-08-07,Avil 25mg,0.0,7.0,4.0,0.7471377,2.8549909251373435
2025-08-08,Avil 25mg,0.0,0.0,3.0,0.628561,2.2881449009950026
2025-08-09,Avil 25mg,0.0,4.0,3.0,0.9087501,3.1384493572512397
2025-08-10,Avil 25mg,0.0,0.0,2.4285714285714284,0.8385838,1.9338758984826767
2025-08-11,Avil 25mg,0.0,9.0,2.4285714285714284,1.1651663,1.3869071905497046
2025-08-12,Avil 25mg,0.0,0.0,1.1428571428571428,0.039276067,1.2704007781644853
2025-08-13,Avil 25mg,0.0,8.0,1.1428571428571428,1.6589694,1.6955488280968785
2025-08-14,Avil 25mg,0.0,0.0,0.0,1.1434032,2.9709999773766564
2025-08-15,Avil 25mg,0.0,0.0,0.0,0.7563291,2.404153953233839
2025-08-16,Avil 25mg,0.0,0.0,0.0,0.9636882,3.2544584094890063
2025-08-17,Avil 25mg,0.0,0.0,0.0,1.8390484,2.049884950721285
2025-08-18,Avil 25mg,0.0,0.0,0.0,0.5476373,1.5029162427902487
2025-08-19,Avil 25mg,0.0,0.0,0.0,0.75587046,1.3864098304012284
2025-08-20,Avil 25mg,0.0,0.0,0.0,1.0297168,1.8115578803356787
2025-08-21,Avil 25mg,0.0,0.0,0.0,0.82832867,3.0870090296145
2025-08-22,Avil 25mg,0.0,0.0,0.0,0.5841069,2.520163005472675
2025-08-23,Avil 25mg,0.0,0.0,0.0,0.5843289,3.370467461728615
2025-08-24,Avil 25mg,0.0,0.0,0.0,0.8826422,2.165894002957494
2025-08-25,Avil 25mg,3.0,0.0,0.0,0.5369701,1.6189252950277857
2025-08-26,Avil 25mg,0.0,0.0,0.42857142857142855,0.057299357,1.5024188826421405
2025-08-27,Avil 25mg,5.0,0.0,0.42857142857142855,0.47988072,1.9275669325744782
2025-08-28,Avil 25mg,0.0,0.0,1.1428571428571428,0.11684341,3.2030180818538136
2025-08-29,Avil 25mg,0.0,0.0,1.1428571428571428,1.1777873,2.6361720577115375
2025-08-30,Avil 25mg,0.0,0.0,1.1428571428571428,0.8931452,3.486476513966907
2025-08-31,Avil 25mg,10.0,0.0,1.1428571428571428,1.4827883,2.281903055196102
2025-08-04,Azithromycin 500mg,0.0,0.0,1.7142857142857142,0.9548333,1.477652459426258
2025-08-05,Azithromycin 500mg,0.0,12.0,1.7142857142857142,2.4350784,1.0171448327200316
2025-08-06,Azithromycin 500mg,0.0,0.0,0.0,0.8107929,0.8029068958495531
2025-08-07,Azithromycin 500mg,2.0,0.0,0.0,0.98833674,1.660109707764785
2025-08-08,Azithromycin 500mg,0.0,0.0,0.2857142857142857,0.98565775,0.6601482085418391
2025-08-09,Azithromycin 500mg,0.0,0.0,0.2857142857142857,0.5344497,1.017345031689833
2025-08-10,Azithromycin 500mg,6.0,0.0,0.2857142857142857,1.2692704,0.017383298349798237
2025-08-11,Azithromycin 500mg,0.0,0.0,1.1428571428571428,0.9771353,1.4798252864531984
2025-08-12,Azithromycin 500mg,0.0,0.0,1.1428571428571428,2.3018944,1.0193176597480924
2025-08-13,Azithromycin 500mg,0.0,0.0,1.1428571428571428,0.66642505,0.8050797228800834
2025-08-14,Azithromycin 500mg,0.0,2.0,1.1428571428571428,1.1009046,1.6622825347931145
2025-08-15,Azithromycin 500mg,0.0,0.0,0.8571428571428571,1.0215695,0.6623210355684097
2025-08-16,Azithromycin 500mg,7.0,0.0,0.8571428571428571,1.374187,1.019517858718755
2025-08-17,Azithromycin 500mg,0.0,6.0,1.8571428571428572,1.2803507,0.019556125378047295
2025-08-18,Azithromycin 500mg,0.0,0.0,1.0,1.3752713,1.4819981134834168
2025-08-19,Azithromycin 500mg,0.0,0.0,1.0,1.3472317,1.021490486772149
2025-08-20,Azithromycin 500mg,0.0,0.0,1.0,1.2731704,0.8072525499066765
2025-08-21,Azithromycin 500mg,0.0,0.0,1.0,1.2705543,1.664455361820134
2025-08-22,Azithromycin 500mg,5.0,0.0,1.0,1.1078304,0.6644938625949802
2025-08-23,Azithromycin 500mg,0.0,7.0,1.7142857142857142,1.2884839,1.0216906857458776
2025-08-24,Azithromycin 500mg,0.0,0.0,0.7142857142857143,1.8080893,0.02172895240439443
2025-08-25,Azithromycin 500mg,0.0,0.0,0.7142857142857143,0.6165079,1.4841709405103571
2025-08-26,Azithromycin 500mg,0.0,0.0,0.7142857142857143,0.82320505,1.0236633138055289
2025-08-27,Azithromycin 500mg,0.0,0.0,0.7142857142857143,1.1612374,0.8094253769332697
2025-08-28,Azithromycin 500mg,3.0,0.0,0.7142857142857143,1.1400251,1.6666281888484638
2025-08-29,Azithromycin 500mg,0.0,5.0,1.1428571428571428,2.4015312,0.6666666896231832
2025-08-30,Azithromycin 500mg,0.0,0.0,0.42857142857142855,1.9617424,1.0238635127728504
2025-08-31,Azithromycin 500mg,0.0,0.0,0.42857142857142855,0.78801745,0.023901779432643377
2025-08-04,Bandage Roll,0.0,0.0,0.0,0.38760146,0.8730667099967214
2025-08-05,Bandage Roll,0.0,0.0,0.0,0.10091107,1.214744293909461
2025-08-06,Bandage Roll,0.0,0.0,0.0,0.11697158,0.0
2025-08-07,Bandage Roll,0.0,0.0,0.0,0.8057732,0.930014731808898
2025-08-08,Bandage Roll,13.0,0.0,0.0,0.13915287,1.6445121913836154
2025-08-09,Bandage Roll,18.0,0.0,1.8571428571428572,1.0940615,0.9309103640555255
2025-08-10,Bandage Roll,0.0,0.0,4.428571428571429,0.6460754,0.36014391939096113
2025-08-11,Bandage Roll,0.0,0.0,4.428571428571429,1.3879976,0.7766164765030232
2025-08-12,Bandage Roll,6.0,0.0,4.428571428571429,1.1732838,1.1182940604149358
2025-08-13,Bandage Roll,0.0,0.0,5.285714285714286,0.0,0.0
2025-08-14,Bandage Roll,0.0,0.0,5.285714285714286,0.5203191,0.8335644983160632
2025-08-15,Bandage Roll,0.0,13.0,5.285714285714286,3.4008589,1.5480619578905281
2025-08-16,Bandage Roll,0.0,18.0,3.4285714285714284,1.4959708,0.8344601305629524
2025-08-17,Bandage Roll,0.0,0.0,0.8571428571428571,1.1679087,0.2636936858980799
2025-08-18,Bandage Roll,0.0,0.0,0.8571428571428571,0.017922444,0.6801662430112961
2025-08-19,Bandage Roll,0.0,6.0,0.8571428571428571,0.0,1.0218438269195647
2025-08-20,Bandage Roll,0.0,0.0,0.0,1.2781948,0.0
2025-08-21,Bandage Roll,0.0,0.0,0.0,0.9457811,0.737114264815977
2025-08-22,Bandage Roll,13.0,0.0,0.0,2.247969,1.451611724397441
2025-08-23,Bandage Roll,9.0,0.0,1.8571428571428572,2.6569521,0.7380098970703622
2025-08-24,Bandage Roll,0.0,0.0,3.142857142857143,1.8016095,0.16724345240249228
2025-08-25,Bandage Roll,0.0,0.0,3.142857142857143,1.8894424,0.5837160095175975
2025-08-26,Bandage Roll,0.0,0.0,3.142857142857143,2.0608592,0.9253935934310733
2025-08-27,Bandage Roll,0.0,0.0,3.142857142857143,1.3785857,0.0
2025-08-28,Bandage Roll,0.0,0.0,3.142857142857143,1.6598693,0.6406640313231415
2025-08-29,Bandage Roll,0.0,13.0,3.142857142857143,1.293275,1.3551614909018261
2025-08-30,Bandage Roll,0.0,9.0,1.2857142857142858,1.3888925,0.6415596635748668
2025-08-31,Bandage Roll,0.0,0.0,0.0,2.6505835,0.07079321890961043
2025-08-04,Becosules,0.0,10.0,4.285714285714286,0.57963103,2.305359953751382
2025-08-05,Becosules,0.0,0.0,2.857142857142857,1.8176968,2.838152296523975
2025-08-06,Becosules,0.0,0.0,2.857142857142857,2.0266695,1.123896924621328
2025-08-07,Becosules,0.0,10.0,2.857142857142857,2.5807834,1.1238993234488261
2025-08-08,Becosules,0.0,0.0,1.4285714285714286,1.4295528,0.40962767875457273
2025-08-09,Becosules,8.0,2.0,1.4285714285714286,2.008153,1.2667590709393994
2025-08-10,Becosules,0.0,8.0,2.2857142857142856,0.9474785,1.6238984861039698
2025-08-11,Becosules,0.0,0.0,1.1428571428571428,0.8859865,2.3599908457238374
2025-08-12,Becosules,0.0,0.0,1.1428571428571428,0.38831988,2.8927831884965913
2025-08-13,Becosules,0.0,0.0,1.1428571428571428,0.3193546,1.1785278165937394
2025-08-14,Becosules,0.0,0.0,1.1428571428571428,0.89824265,1.1785302154210666
2025-08-15,Becosules,0.0,0.0,1.1428571428571428,1.4384067,0.46425857072774956
2025-08-16,Becosules,0.0,8.0,1.1428571428571428,1.2545645,1.321389962907552
2025-08-17,Becosules,0.0,0.0,0.0,2.0108263,1.6785293780778563
2025-08-18,Becosules,0.0,0.0,0.0,4.6622224,2.414621737699081
2025-08-19,Becosules,0.0,0.0,0.0,0.75587046,2.947414080467181
2025-08-20,Becosules,0.0,0.0,0.0,0.65560126,1.2331587085652869
2025-08-21,Becosules,0.0,0.0,0.0,0.4941642,1.2331611073947024
2025-08-22,Becosules,0.0,0.0,0.0,0.26092803,0.5188894627009273
2025-08-23,Becosules,14.0,0.0,0.0,1.1586747,1.3760208548824464
2025-08-24,Becosules,0.0,0.0,2.0,0.08079343,1.7331602700487454
2025-08-25,Becosules,0.0,0.0,2.0,0.98960364,2.4692526296715367
2025-08-26,Becosules,0.0,0.0,2.0,0.74546564,3.0020449724442777
2025-08-27,Becosules,0.0,0.0,2.0,0.8351622,1.2877896005368346
2025-08-28,Becosules,0.0,0.0,2.0,0.7132055,1.2877919993669424
2025-08-29,Becosules,0.0,0.0,2.0,1.3587087,0.573520354672393
2025-08-30,Becosules,0.0,14.0,2.0,2.8936083,1.430651746854727
2025-08-31,Becosules,9.0,0.0,0.0,0.6171,1.7877911620226319
2025-08-04,Betadine Ointment,0.0,0.0,0.0,0.83898145,0.22646267484678007
2025-08-05,Betadine Ointment,0.0,0.0,0.0,1.2490578,0.11616777217213037
2025-08-06,Betadine Ointment,0.0,0.0,0.0,0.70665365,0.6880404373161588
2025-08-07,Betadine Ointment,0.0,0.0,0.0,0.7094999,0.6165563249253294
2025-08-08,Betadine Ointment,0.0,0.0,0.0,1.215853,0.6880403885757655
2025-08-09,Betadine Ointment,0.0,0.0,0.0,0.9641124,0.0
2025-08-10,Betadine Ointment,0.0,0.0,0.0,1.117957,0.0
2025-08-11,Betadine Ointment,0.0,0.0,0.0,0.65557617,0.20382753446394725
2025-08-12,Betadine Ointment,0.0,0.0,0.0,0.52250266,0.09353263178869856
2025-08-13,Betadine Ointment,0.0,0.0,0.0,0.21296631,0.6654052969328105
2025-08-14,Betadine Ointment,0.0,0.0,0.0,1.0496346,0.5939211845421553
2025-08-15,Betadine Ointment,0.0,0.0,0.0,0.37741527,0.665405248191874
2025-08-16,Betadine Ointment,0.0,0.0,0.0,0.34659576,0.0
2025-08-17,Betadine Ointment,0.0,0.0,0.0,0.3219201,0.0
2025-08-18,Betadine Ointment,5.0,0.0,0.0,1.3756002,0.1811923940797634
2025-08-19,Betadine Ointment,4.0,0.0,0.7142857142857143,1.7276478,0.07089749140627483
2025-08-20,Betadine Ointment,0.0,0.0,1.2857142857142858,0.47634253,0.6427701565499275
2025-08-21,Betadine Ointment,0.0,0.0,1.2857142857142858,0.37500557,0.5712860441586345
2025-08-22,Betadine Ointment,0.0,0.0,1.2857142857142858,0.46356985,0.6427701078079823
2025-08-23,Betadine Ointment,0.0,0.0,1.2857142857142858,0.39117053,0.0
2025-08-24,Betadine Ointment,0.0,0.0,1.2857142857142858,0.33287036,0.0
2025-08-25,Betadine Ointment,0.0,5.0,1.2857142857142858,1.2950094,0.1585572536969306
2025-08-26,Betadine Ointment,5.0,4.0,0.5714285714285714,0.66396564,0.04826235102143098
2025-08-27,Betadine Ointment,0.0,0.0,0.7142857142857143,1.1823545,0.6201350161670447
2025-08-28,Betadine Ointment,0.0,0.0,0.7142857142857143,1.3309206,0.5486509037754602
2025-08-29,Betadine Ointment,0.0,0.0,0.7142857142857143,1.1409125,0.6201349674248612
2025-08-30,Betadine Ointment,0.0,0.0,0.7142857142857143,1.1862037,0.0
2025-08-31,Betadine Ointment,0.0,0.0,0.7142857142857143,1.3777804,0.0
2025-08-04,Calpol 500mg,0.0,0.0,0.0,1.365675,1.0822561453647404
2025-08-05,Calpol 500mg,4.0,0.0,0.0,0.7149864,0.21089890995567412
2025-08-06,Calpol 500mg,0.0,0.0,0.5714285714285714,1.0079935,0.2821844118855227
2025-08-07,Calpol 500mg,0.0,0.0,0.5714285714285714,1.2554991,0.4960368352386746
2025-08-08,Calpol 500mg,0.0,0.0,0.5714285714285714,1.8267192,0.5673216358740198
2025-08-09,Calpol 500mg,0.0,0.0,0.5714285714285714,1.7454456,0.5673223570857856
2025-08-10,Calpol 500mg,0.0,0.0,0.5714285714285714,1.6608685,0.210904739461042
2025-08-11,Calpol 500mg,0.0,0.0,0.5714285714285714,1.9746667,1.0723287330970384
2025-08-12,Calpol 500mg,0.0,4.0,0.5714285714285714,1.5091312,0.20097149768790123
2025-08-13,Calpol 500mg,0.0,0.0,0.0,1.1505533,0.2722569996193448
2025-08-14,Calpol 500mg,0.0,0.0,0.0,2.143142,0.4861094229718512
2025-08-15,Calpol 500mg,8.0,0.0,0.0,1.4356183,0.5573942236057944
2025-08-16,Calpol 500mg,0.0,0.0,1.1428571428571428,2.9356372,0.5573949448205819
2025-08-17,Calpol 500mg,0.0,0.0,1.1428571428571428,1.7998508,0.20097732719356803
2025-08-18,Calpol 500mg,0.0,0.0,1.1428571428571428,1.0271388,1.062401320829653
2025-08-19,Calpol 500mg,0.0,0.0,1.1428571428571428,0.59406,0.19104408541895002
2025-08-20,Calpol 500mg,0.0,0.0,1.1428571428571428,0.6224391,0.2623295873513599
2025-08-21,Calpol 500mg,0.0,0.0,1.1428571428571428,1.0161015,0.4761820107031567
2025-08-22,Calpol 500mg,0.0,8.0,1.1428571428571428,3.4568517,0.5474668113375689
2025-08-23,Calpol 500mg,0.0,0.0,0.0,0.7806446,0.5474675325517002
2025-08-24,Calpol 500mg,8.0,0.0,0.0,0.81125325,0.1910499149267021
2025-08-25,Calpol 500mg,0.0,0.0,1.1428571428571428,1.6084311,1.0524739085619506
2025-08-26,Calpol 500mg,0.0,0.0,1.1428571428571428,1.3153886,0.1811166731545864
2025-08-27,Calpol 500mg,5.0,0.0,1.1428571428571428,1.3764622,0.25240217508337504
2025-08-28,Calpol 500mg,0.0,0.0,1.8571428571428572,0.8456731,0.4662545984363333
2025-08-29,Calpol 500mg,8.0,0.0,1.8571428571428572,1.4628898,0.53753939907128
2025-08-30,Calpol 500mg,4.0,0.0,3.0,0.83810735,0.5375401202842307
2025-08-31,Calpol 500mg,0.0,8.0,3.5714285714285716,0.106901094,0.18112250265922797
2025-08-04,Cetirizine 10mg,0.0,0.0,0.8571428571428571,0.43690014,0.16478291237555853
2025-08-05,Cetirizine 10mg,0.0,0.0,0.8571428571428571,1.3100207,0.1544927999638801
2025-08-06,Cetirizine 10mg,0.0,0.0,0.8571428571428571,1.4745908,0.2973939299281021
2025-08-07,Cetirizine 10mg,0.0,0.0,0.8571428571428571,1.3364971,0.5117203346077562
2025-08-08,Cetirizine 10mg,0.0,0.0,0.8571428571428571,1.0659788,1.2974498887354882
2025-08-09,Cetirizine 10mg,0.0,0.0,0.8571428571428571,1.3507395,1.2260744527633318
2025-08-10,Cetirizine 10mg,0.0,6.0,0.8571428571428571,2.8849158,0.7975719158864603
2025-08-11,Cetirizine 10mg,0.0,0.0,0.0,0.9983545,0.16625403878730183
2025-08-12,Cetirizine 10mg,0.0,0.0,0.0,0.69072205,0.15596392637553635
2025-08-13,Cetirizine 10mg,0.0,0.0,0.0,0.46700352,0.29886505633949134
2025-08-14,Cetirizine 10mg,5.0,0.0,0.0,1.0243231,0.5131914610198329
2025-08-15,Cetirizine 10mg,0.0,0.0,0.7142857142857143,1.0859623,1.2989210151476722
2025-08-16,Cetirizine 10mg,0.0,0.0,0.7142857142857143,0.9407534,1.2275455791763816
2025-08-17,Cetirizine 10mg,0.0,0.0,0.7142857142857143,0.6286143,0.7990430422976048
2025-08-18,Cetirizine 10mg,3.0,0.0,0.7142857142857143,1.1253271,0.16772516519838265
2025-08-19,Cetirizine 10mg,0.0,0.0,1.1428571428571428,0.91515553,0.15743505278792053
2025-08-20,Cetirizine 10mg,0.0,0.0,1.1428571428571428,0.9379764,0.3003361827515292
2025-08-21,Cetirizine 10mg,0.0,5.0,1.1428571428571428,2.6202488,0.5146625874296936
2025-08-22,Cetirizine 10mg,0.0,0.0,0.42857142857142855,0.5741166,1.3003921415598563
2025-08-23,Cetirizine 10mg,0.0,0.0,0.42857142857142855,0.7694751,1.2290167055877848
2025-08-24,Cetirizine 10mg,0.0,0.0,0.42857142857142855,0.99477243,0.8005141687092158
2025-08-25,Cetirizine 10mg,0.0,3.0,0.42857142857142855,0.96452916,0.1691962916101259
2025-08-26,Cetirizine 10mg,4.0,0.0,0.0,0.56519383,0.1589061791985893
2025-08-27,Cetirizine 10mg,3.0,0.0,0.5714285714285714,0.9718931,0.30180730916356713
2025-08-28,Cetirizine 10mg,0.0,0.0,1.0,1.7548289,0.5161337138417704
2025-08-29,Cetirizine 10mg,0.0,0.0,1.0,1.5806365,1.301863267971894
