Date,Product Name,Demand,DayOfWeek,Month,IsWeekend
2025-04-03,Allegra 120mg,0.0,3,4,0
2025-04-03,Amlodipine 5mg,3.0,3,4,0
2025-04-03,Amoxicillin 250mg,0.0,3,4,0
2025-04-03,Atorvastatin 10mg,0.0,3,4,0
2025-04-03,Avil 25mg,0.0,3,4,0
2025-04-03,Azithromycin 500mg,0.0,3,4,0
2025-04-03,Bandage Roll,0.0,3,4,0
2025-04-03,Becosules,0.0,3,4,0
2025-04-03,Betadine Ointment,0.0,3,4,0
2025-04-03,Calpol 500mg,0.0,3,4,0
2025-04-03,Cetirizine 10mg,0.0,3,4,0
2025-04-03,Chlorpheniramine,0.0,3,4,0
2025-04-03,Ciprofloxacin 500mg,0.0,3,4,0
2025-04-03,Clotrimazole Cream,0.0,3,4,0
2025-04-03,Combiflam,3.0,3,4,0
2025-04-03,Crocin Advance,0.0,3,4,0
2025-04-03,Dexamethasone 4mg,0.0,3,4,0
2025-04-03,Digene,0.0,3,4,0
2025-04-03,Disprin,0.0,3,4,0
2025-04-03,Dolo 650mg,0.0,3,4,0
2025-04-03,Domperidone 10mg,0.0,3,4,0
2025-04-03,Erythromycin 250mg,0.0,3,4,0
2025-04-03,Glibenclamide 5mg,0.0,3,4,0
2025-04-03,Hand Sanitizer,0.0,3,4,0
2025-04-03,Hydroxychloroquine 200mg,0.0,3,4,0
2025-04-03,Ibuprofen 400mg,0.0,3,4,0
2025-04-03,Insulin 30/70,0.0,3,4,0
2025-04-03,Ivermectin 12mg,0.0,3,4,0
2025-04-03,Levocetirizine 5mg,0.0,3,4,0
2025-04-03,Loperamide 2mg,0.0,3,4,0
2025-04-03,Losartan 50mg,0.0,3,4,0
2025-04-03,Metformin 500mg,0.0,3,4,0
2025-04-03,Montelukast 10mg,2.0,3,4,0
2025-04-03,Multivitamin Syrup,0.0,3,4,0
2025-04-03,N95 Mask,0.0,3,4,0
2025-04-03,Nicotine Patch,6.0,3,4,0
2025-04-03,ORS Sachet,0.0,3,4,0
2025-04-03,Omeprazole 20mg,0.0,3,4,0
2025-04-03,Pantoprazole 40mg,0.0,3,4,0
2025-04-03,Paracetamol 500mg,0.0,3,4,0
2025-04-03,Prednisolone 10mg,0.0,3,4,0
2025-04-03,Ranitidine 150mg,0.0,3,4,0
2025-04-03,Salbutamol Inhaler,0.0,3,4,0
2025-04-03,Surgical Gloves,0.0,3,4,0
2025-04-03,Tetanus Toxoid,0.0,3,4,0
2025-04-03,Thermometer,0.0,3,4,0
2025-04-03,Thyroxine 50mcg,0.0,3,4,0
2025-04-03,Vitamin C Tablets,0.0,3,4,0
2025-04-03,Volini Gel,0.0,3,4,0
2025-04-03,Zincovit,0.0,3,4,0
2025-04-04,Allegra 120mg,0.0,4,4,0
2025-04-04,Amlodipine 5mg,0.0,4,4,0
2025-04-04,Amoxicillin 250mg,0.0,4,4,0
2025-04-04,Atorvastatin 10mg,0.0,4,4,0
2025-04-04,Avil 25mg,0.0,4,4,0
2025-04-04,Azithromycin 500mg,0.0,4,4,0
2025-04-04,Bandage Roll,0.0,4,4,0
2025-04-04,Becosules,0.0,4,4,0
2025-04-04,Betadine Ointment,0.0,4,4,0
2025-04-04,Calpol 500mg,0.0,4,4,0
2025-04-04,Cetirizine 10mg,0.0,4,4,0
2025-04-04,Chlorpheniramine,0.0,4,4,0
2025-04-04,Ciprofloxacin 500mg,0.0,4,4,0
2025-04-04,Clotrimazole Cream,2.0,4,4,0
2025-04-04,Combiflam,0.0,4,4,0
2025-04-04,Crocin Advance,0.0,4,4,0
2025-04-04,Dexamethasone 4mg,0.0,4,4,0
2025-04-04,Digene,0.0,4,4,0
2025-04-04,Disprin,4.0,4,4,0
2025-04-04,Dolo 650mg,6.0,4,4,0
2025-04-04,Domperidone 10mg,0.0,4,4,0
2025-04-04,Erythromycin 250mg,4.0,4,4,0
2025-04-04,Glibenclamide 5mg,0.0,4,4,0
2025-04-04,Hand Sanitizer,0.0,4,4,0
2025-04-04,Hydroxychloroquine 200mg,0.0,4,4,0
2025-04-04,Ibuprofen 400mg,0.0,4,4,0
2025-04-04,Insulin 30/70,0.0,4,4,0
2025-04-04,Ivermectin 12mg,0.0,4,4,0
2025-04-04,Levocetirizine 5mg,0.0,4,4,0
2025-04-04,Loperamide 2mg,0.0,4,4,0
2025-04-04,Losartan 50mg,0.0,4,4,0
2025-04-04,Metformin 500mg,0.0,4,4,0
2025-04-04,Montelukast 10mg,0.0,4,4,0
2025-04-04,Multivitamin Syrup,0.0,4,4,0
2025-04-04,N95 Mask,0.0,4,4,0
2025-04-04,Nicotine Patch,0.0,4,4,0
2025-04-04,ORS Sachet,0.0,4,4,0
2025-04-04,Omeprazole 20mg,0.0,4,4,0
2025-04-04,Pantoprazole 40mg,0.0,4,4,0
2025-04-04,Paracetamol 500mg,7.0,4,4,0
2025-04-04,Prednisolone 10mg,0.0,4,4,0
2025-04-04,Ranitidine 150mg,0.0,4,4,0
2025-04-04,Salbutamol Inhaler,0.0,4,4,0
2025-04-04,Surgical Gloves,0.0,4,4,0
2025-04-04,Tetanus Toxoid,0.0,4,4,0
2025-04-04,Thermometer,0.0,4,4,0
2025-04-04,Thyroxine 50mcg,0.0,4,4,0
2025-04-04,Vitamin C Tablets,0.0,4,4,0
2025-04-04,Volini Gel,0.0,4,4,0
2025-04-04,Zincovit,0.0,4,4,0
2025-04-05,Allegra 120mg,0.0,5,4,1
2025-04-05,Amlodipine 5mg,6.0,5,4,1
2025-04-05,Amoxicillin 250mg,0.0,5,4,1
2025-04-05,Atorvastatin 10mg,0.0,5,4,1
2025-04-05,Avil 25mg,0.0,5,4,1
2025-04-05,Azithromycin 500mg,0.0,5,4,1
2025-04-05,Bandage Roll,0.0,5,4,1
2025-04-05,Becosules,0.0,5,4,1
2025-04-05,Betadine Ointment,9.0,5,4,1
2025-04-05,Calpol 500mg,0.0,5,4,1
2025-04-05,Cetirizine 10mg,0.0,5,4,1
2025-04-05,Chlorpheniramine,0.0,5,4,1
2025-04-05,Ciprofloxacin 500mg,0.0,5,4,1
2025-04-05,Clotrimazole Cream,0.0,5,4,1
2025-04-05,Combiflam,4.0,5,4,1
2025-04-05,Crocin Advance,0.0,5,4,1
2025-04-05,Dexamethasone 4mg,0.0,5,4,1
2025-04-05,Digene,7.0,5,4,1
2025-04-05,Disprin,1.0,5,4,1
2025-04-05,Dolo 650mg,0.0,5,4,1
2025-04-05,Domperidone 10mg,0.0,5,4,1
2025-04-05,Erythromycin 250mg,0.0,5,4,1
2025-04-05,Glibenclamide 5mg,0.0,5,4,1
2025-04-05,Hand Sanitizer,0.0,5,4,1
2025-04-05,Hydroxychloroquine 200mg,5.0,5,4,1
2025-04-05,Ibuprofen 400mg,0.0,5,4,1
2025-04-05,Insulin 30/70,0.0,5,4,1
2025-04-05,Ivermectin 12mg,0.0,5,4,1
2025-04-05,Levocetirizine 5mg,0.0,5,4,1
2025-04-05,Loperamide 2mg,0.0,5,4,1
2025-04-05,Losartan 50mg,0.0,5,4,1
2025-04-05,Metformin 500mg,6.0,5,4,1
2025-04-05,Montelukast 10mg,8.0,5,4,1
2025-04-05,Multivitamin Syrup,7.0,5,4,1
2025-04-05,N95 Mask,0.0,5,4,1
2025-04-05,Nicotine Patch,0.0,5,4,1
2025-04-05,ORS Sachet,0.0,5,4,1
2025-04-05,Omeprazole 20mg,0.0,5,4,1
2025-04-05,Pantoprazole 40mg,0.0,5,4,1
2025-04-05,Paracetamol 500mg,15.0,5,4,1
2025-04-05,Prednisolone 10mg,0.0,5,4,1
2025-04-05,Ranitidine 150mg,0.0,5,4,1
2025-04-05,Salbutamol Inhaler,0.0,5,4,1
2025-04-05,Surgical Gloves,0.0,5,4,1
2025-04-05,Tetanus Toxoid,0.0,5,4,1
2025-04-05,Thermometer,0.0,5,4,1
2025-04-05,Thyroxine 50mcg,0.0,5,4,1
2025-04-05,Vitamin C Tablets,0.0,5,4,1
2025-04-05,Volini Gel,0.0,5,4,1
2025-04-05,Zincovit,0.0,5,4,1
2025-04-06,Allegra 120mg,0.0,6,4,1
2025-04-06,Amlodipine 5mg,0.0,6,4,1
2025-04-06,Amoxicillin 250mg,0.0,6,4,1
2025-04-06,Atorvastatin 10mg,0.0,6,4,1
2025-04-06,Avil 25mg,0.0,6,4,1
2025-04-06,Azithromycin 500mg,0.0,6,4,1
2025-04-06,Bandage Roll,0.0,6,4,1
2025-04-06,Becosules,0.0,6,4,1
2025-04-06,Betadine Ointment,0.0,6,4,1
2025-04-06,Calpol 500mg,0.0,6,4,1
2025-04-06,Cetirizine 10mg,0.0,6,4,1
2025-04-06,Chlorpheniramine,0.0,6,4,1
2025-04-06,Ciprofloxacin 500mg,0.0,6,4,1
2025-04-06,Clotrimazole Cream,0.0,6,4,1
2025-04-06,Combiflam,7.0,6,4,1
2025-04-06,Crocin Advance,6.0,6,4,1
2025-04-06,Dexamethasone 4mg,0.0,6,4,1
2025-04-06,Digene,0.0,6,4,1
2025-04-06,Disprin,6.0,6,4,1
2025-04-06,Dolo 650mg,3.0,6,4,1
2025-04-06,Domperidone 10mg,0.0,6,4,1
2025-04-06,Erythromycin 250mg,0.0,6,4,1
2025-04-06,Glibenclamide 5mg,0.0,6,4,1
2025-04-06,Hand Sanitizer,0.0,6,4,1
2025-04-06,Hydroxychloroquine 200mg,0.0,6,4,1
2025-04-06,Ibuprofen 400mg,0.0,6,4,1
2025-04-06,Insulin 30/70,0.0,6,4,1
2025-04-06,Ivermectin 12mg,0.0,6,4,1
2025-04-06,Levocetirizine 5mg,0.0,6,4,1
2025-04-06,Loperamide 2mg,0.0,6,4,1
2025-04-06,Losartan 50mg,0.0,6,4,1
2025-04-06,Metformin 500mg,0.0,6,4,1
2025-04-06,Montelukast 10mg,0.0,6,4,1
2025-04-06,Multivitamin Syrup,0.0,6,4,1
2025-04-06,N95 Mask,0.0,6,4,1
2025-04-06,Nicotine Patch,0.0,6,4,1
2025-04-06,ORS Sachet,0.0,6,4,1
2025-04-06,Omeprazole 20mg,0.0,6,4,1
2025-04-06,Pantoprazole 40mg,0.0,6,4,1
2025-04-06,Paracetamol 500mg,0.0,6,4,1
2025-04-06,Prednisolone 10mg,0.0,6,4,1
2025-04-06,Ranitidine 150mg,0.0,6,4,1
2025-04-06,Salbutamol Inhaler,0.0,6,4,1
2025-04-06,Surgical Gloves,0.0,6,4,1
2025-04-06,Tetanus Toxoid,0.0,6,4,1
2025-04-06,Thermometer,0.0,6,4,1
2025-04-06,Thyroxine 50mcg,0.0,6,4,1
2025-04-06,Vitamin C Tablets,8.0,6,4,1
2025-04-06,Volini Gel,0.0,6,4,1
2025-04-06,Zincovit,0.0,6,4,1
2025-04-07,Allegra 120mg,0.0,0,4,0
2025-04-07,Amlodipine 5mg,11.0,0,4,0
2025-04-07,Amoxicillin 250mg,0.0,0,4,0
2025-04-07,Atorvastatin 10mg,0.0,0,4,0
2025-04-07,Avil 25mg,0.0,0,4,0
2025-04-07,Azithromycin 500mg,0.0,0,4,0
2025-04-07,Bandage Roll,0.0,0,4,0
2025-04-07,Becosules,0.0,0,4,0
2025-04-07,Betadine Ointment,8.0,0,4,0
2025-04-07,Calpol 500mg,0.0,0,4,0
2025-04-07,Cetirizine 10mg,0.0,0,4,0
2025-04-07,Chlorpheniramine,0.0,0,4,0
2025-04-07,Ciprofloxacin 500mg,0.0,0,4,0
2025-04-07,Clotrimazole Cream,0.0,0,4,0
2025-04-07,Combiflam,0.0,0,4,0
2025-04-07,Crocin Advance,0.0,0,4,0
2025-04-07,Dexamethasone 4mg,0.0,0,4,0
2025-04-07,Digene,0.0,0,4,0
2025-04-07,Disprin,0.0,0,4,0
2025-04-07,Dolo 650mg,0.0,0,4,0
2025-04-07,Domperidone 10mg,0.0,0,4,0
2025-04-07,Erythromycin 250mg,0.0,0,4,0
2025-04-07,Glibenclamide 5mg,0.0,0,4,0
2025-04-07,Hand Sanitizer,0.0,0,4,0
2025-04-07,Hydroxychloroquine 200mg,0.0,0,4,0
2025-04-07,Ibuprofen 400mg,0.0,0,4,0
2025-04-07,Insulin 30/70,0.0,0,4,0
2025-04-07,Ivermectin 12mg,0.0,0,4,0
2025-04-07,Levocetirizine 5mg,0.0,0,4,0
2025-04-07,Loperamide 2mg,0.0,0,4,0
2025-04-07,Losartan 50mg,0.0,0,4,0
2025-04-07,Metformin 500mg,5.0,0,4,0
2025-04-07,Montelukast 10mg,0.0,0,4,0
2025-04-07,Multivitamin Syrup,0.0,0,4,0
2025-04-07,N95 Mask,0.0,0,4,0
2025-04-07,Nicotine Patch,0.0,0,4,0
2025-04-07,ORS Sachet,0.0,0,4,0
2025-04-07,Omeprazole 20mg,0.0,0,4,0
2025-04-07,Pantoprazole 40mg,0.0,0,4,0
2025-04-07,Paracetamol 500mg,0.0,0,4,0
2025-04-07,Prednisolone 10mg,0.0,0,4,0
2025-04-07,Ranitidine 150mg,0.0,0,4,0
2025-04-07,Salbutamol Inhaler,0.0,0,4,0
2025-04-07,Surgical Gloves,0.0,0,4,0
2025-04-07,Tetanus Toxoid,0.0,0,4,0
2025-04-07,Thermometer,0.0,0,4,0
2025-04-07,Thyroxine 50mcg,0.0,0,4,0
2025-04-07,Vitamin C Tablets,0.0,0,4,0
2025-04-07,Volini Gel,5.0,0,4,0
2025-04-07,Zincovit,0.0,0,4,0
2025-04-08,Allegra 120mg,0.0,1,4,0
2025-04-08,Amlodipine 5mg,0.0,1,4,0
2025-04-08,Amoxicillin 250mg,0.0,1,4,0
2025-04-08,Atorvastatin 10mg,9.0,1,4,0
2025-04-08,Avil 25mg,15.0,1,4,0
2025-04-08,Azithromycin 500mg,0.0,1,4,0
2025-04-08,Bandage Roll,0.0,1,4,0
2025-04-08,Becosules,0.0,1,4,0
2025-04-08,Betadine Ointment,0.0,1,4,0
2025-04-08,Calpol 500mg,0.0,1,4,0
2025-04-08,Cetirizine 10mg,0.0,1,4,0
2025-04-08,Chlorpheniramine,0.0,1,4,0
2025-04-08,Ciprofloxacin 500mg,0.0,1,4,0
2025-04-08,Clotrimazole Cream,0.0,1,4,0
2025-04-08,Combiflam,0.0,1,4,0
2025-04-08,Crocin Advance,0.0,1,4,0
2025-04-08,Dexamethasone 4mg,0.0,1,4,0
2025-04-08,Digene,0.0,1,4,0
2025-04-08,Disprin,7.0,1,4,0
2025-04-08,Dolo 650mg,0.0,1,4,0
2025-04-08,Domperidone 10mg,0.0,1,4,0
2025-04-08,Erythromycin 250mg,0.0,1,4,0
2025-04-08,Glibenclamide 5mg,0.0,1,4,0
2025-04-08,Hand Sanitizer,0.0,1,4,0
2025-04-08,Hydroxychloroquine 200mg,0.0,1,4,0
2025-04-08,Ibuprofen 400mg,0.0,1,4,0
2025-04-08,Insulin 30/70,0.0,1,4,0
2025-04-08,Ivermectin 12mg,0.0,1,4,0
2025-04-08,Levocetirizine 5mg,0.0,1,4,0
2025-04-08,Loperamide 2mg,0.0,1,4,0
2025-04-08,Losartan 50mg,0.0,1,4,0
2025-04-08,Metformin 500mg,0.0,1,4,0
2025-04-08,Montelukast 10mg,12.0,1,4,0
2025-04-08,Multivitamin Syrup,0.0,1,4,0
2025-04-08,N95 Mask,0.0,1,4,0
2025-04-08,Nicotine Patch,0.0,1,4,0
2025-04-08,ORS Sachet,0.0,1,4,0
2025-04-08,Omeprazole 20mg,0.0,1,4,0
2025-04-08,Pantoprazole 40mg,7.0,1,4,0
2025-04-08,Paracetamol 500mg,0.0,1,4,0
2025-04-08,Prednisolone 10mg,0.0,1,4,0
2025-04-08,Ranitidine 150mg,0.0,1,4,0
2025-04-08,Salbutamol Inhaler,0.0,1,4,0
2025-04-08,Surgical Gloves,0.0,1,4,0
2025-04-08,Tetanus Toxoid,0.0,1,4,0
2025-04-08,Thermometer,0.0,1,4,0
2025-04-08,Thyroxine 50mcg,0.0,1,4,0
2025-04-08,Vitamin C Tablets,0.0,1,4,0
2025-04-08,Volini Gel,0.0,1,4,0
2025-04-08,Zincovit,0.0,1,4,0
2025-04-09,Allegra 120mg,0.0,2,4,0
2025-04-09,Amlodipine 5mg,0.0,2,4,0
2025-04-09,Amoxicillin 250mg,0.0,2,4,0
2025-04-09,Atorvastatin 10mg,0.0,2,4,0
2025-04-09,Avil 25mg,0.0,2,4,0
2025-04-09,Azithromycin 500mg,2.0,2,4,0
2025-04-09,Bandage Roll,0.0,2,4,0
2025-04-09,Becosules,0.0,2,4,0
2025-04-09,Betadine Ointment,0.0,2,4,0
2025-04-09,Calpol 500mg,0.0,2,4,0
2025-04-09,Cetirizine 10mg,0.0,2,4,0
2025-04-09,Chlorpheniramine,2.0,2,4,0
2025-04-09,Ciprofloxacin 500mg,0.0,2,4,0
2025-04-09,Clotrimazole Cream,0.0,2,4,0
2025-04-09,Combiflam,0.0,2,4,0
2025-04-09,Crocin Advance,0.0,2,4,0
2025-04-09,Dexamethasone 4mg,2.0,2,4,0
2025-04-09,Digene,0.0,2,4,0
2025-04-09,Disprin,0.0,2,4,0
2025-04-09,Dolo 650mg,0.0,2,4,0
2025-04-09,Domperidone 10mg,0.0,2,4,0
2025-04-09,Erythromycin 250mg,0.0,2,4,0
2025-04-09,Glibenclamide 5mg,0.0,2,4,0
2025-04-09,Hand Sanitizer,0.0,2,4,0
2025-04-09,Hydroxychloroquine 200mg,0.0,2,4,0
2025-04-09,Ibuprofen 400mg,0.0,2,4,0
2025-04-09,Insulin 30/70,0.0,2,4,0
2025-04-09,Ivermectin 12mg,0.0,2,4,0
2025-04-09,Levocetirizine 5mg,0.0,2,4,0
2025-04-09,Loperamide 2mg,1.0,2,4,0
2025-04-09,Losartan 50mg,0.0,2,4,0
2025-04-09,Metformin 500mg,0.0,2,4,0
2025-04-09,Montelukast 10mg,0.0,2,4,0
2025-04-09,Multivitamin Syrup,8.0,2,4,0
2025-04-09,N95 Mask,0.0,2,4,0
2025-04-09,Nicotine Patch,0.0,2,4,0
2025-04-09,ORS Sachet,0.0,2,4,0
2025-04-09,Omeprazole 20mg,0.0,2,4,0
2025-04-09,Pantoprazole 40mg,0.0,2,4,0
2025-04-09,Paracetamol 500mg,0.0,2,4,0
2025-04-09,Prednisolone 10mg,0.0,2,4,0
2025-04-09,Ranitidine 150mg,0.0,2,4,0
2025-04-09,Salbutamol Inhaler,0.0,2,4,0
2025-04-09,Surgical Gloves,0.0,2,4,0
2025-04-09,Tetanus Toxoid,0.0,2,4,0
2025-04-09,Thermometer,0.0,2,4,0
2025-04-09,Thyroxine 50mcg,0.0,2,4,0
2025-04-09,Vitamin C Tablets,0.0,2,4,0
2025-04-09,Volini Gel,0.0,2,4,0
2025-04-09,Zincovit,0.0,2,4,0
2025-04-10,Allegra 120mg,0.0,3,4,0
2025-04-10,Amlodipine 5mg,0.0,3,4,0
2025-04-10,Amoxicillin 250mg,4.0,3,4,0
2025-04-10,Atorvastatin 10mg,4.0,3,4,0
2025-04-10,Avil 25mg,0.0,3,4,0
2025-04-10,Azithromycin 500mg,14.0,3,4,0
2025-04-10,Bandage Roll,0.0,3,4,0
2025-04-10,Becosules,0.0,3,4,0
2025-04-10,Betadine Ointment,0.0,3,4,0
2025-04-10,Calpol 500mg,0.0,3,4,0
2025-04-10,Cetirizine 10mg,0.0,3,4,0
2025-04-10,Chlorpheniramine,0.0,3,4,0
2025-04-10,Ciprofloxacin 500mg,0.0,3,4,0
2025-04-10,Clotrimazole Cream,0.0,3,4,0
2025-04-10,Combiflam,0.0,3,4,0
2025-04-10,Crocin Advance,0.0,3,4,0
2025-04-10,Dexamethasone 4mg,0.0,3,4,0
2025-04-10,Digene,0.0,3,4,0
2025-04-10,Disprin,0.0,3,4,0
2025-04-10,Dolo 650mg,0.0,3,4,0
2025-04-10,Domperidone 10mg,0.0,3,4,0
2025-04-10,Erythromycin 250mg,1.0,3,4,0
2025-04-10,Glibenclamide 5mg,0.0,3,4,0
2025-04-10,Hand Sanitizer,0.0,3,4,0
2025-04-10,Hydroxychloroquine 200mg,0.0,3,4,0
2025-04-10,Ibuprofen 400mg,0.0,3,4,0
2025-04-10,Insulin 30/70,0.0,3,4,0
2025-04-10,Ivermectin 12mg,0.0,3,4,0
2025-04-10,Levocetirizine 5mg,0.0,3,4,0
2025-04-10,Loperamide 2mg,0.0,3,4,0
2025-04-10,Losartan 50mg,0.0,3,4,0
2025-04-10,Metformin 500mg,0.0,3,4,0
2025-04-10,Montelukast 10mg,12.0,3,4,0
2025-04-10,Multivitamin Syrup,6.0,3,4,0
2025-04-10,N95 Mask,0.0,3,4,0
2025-04-10,Nicotine Patch,0.0,3,4,0
2025-04-10,ORS Sachet,0.0,3,4,0
2025-04-10,Omeprazole 20mg,0.0,3,4,0
2025-04-10,Pantoprazole 40mg,0.0,3,4,0
2025-04-10,Paracetamol 500mg,0.0,3,4,0
2025-04-10,Prednisolone 10mg,0.0,3,4,0
2025-04-10,Ranitidine 150mg,8.0,3,4,0
2025-04-10,Salbutamol Inhaler,0.0,3,4,0
2025-04-10,Surgical Gloves,0.0,3,4,0
2025-04-10,Tetanus Toxoid,0.0,3,4,0
2025-04-10,Thermometer,0.0,3,4,0
2025-04-10,Thyroxine 50mcg,8.0,3,4,0
2025-04-10,Vitamin C Tablets,0.0,3,4,0
2025-04-10,Volini Gel,3.0,3,4,0
2025-04-10,Zincovit,0.0,3,4,0
2025-04-11,Allegra 120mg,0.0,4,4,0
2025-04-11,Amlodipine 5mg,0.0,4,4,0
2025-04-11,Amoxicillin 250mg,0.0,4,4,0
2025-04-11,Atorvastatin 10mg,0.0,4,4,0
2025-04-11,Avil 25mg,0.0,4,4,0
2025-04-11,Azithromycin 500mg,0.0,4,4,0
2025-04-11,Bandage Roll,0.0,4,4,0
2025-04-11,Becosules,10.0,4,4,0
2025-04-11,Betadine Ointment,0.0,4,4,0
2025-04-11,Calpol 500mg,0.0,4,4,0
2025-04-11,Cetirizine 10mg,0.0,4,4,0
2025-04-11,Chlorpheniramine,0.0,4,4,0
2025-04-11,Ciprofloxacin 500mg,6.0,4,4,0
2025-04-11,Clotrimazole Cream,0.0,4,4,0
2025-04-11,Combiflam,0.0,4,4,0
2025-04-11,Crocin Advance,5.0,4,4,0
2025-04-11,Dexamethasone 4mg,0.0,4,4,0
2025-04-11,Digene,0.0,4,4,0
2025-04-11,Disprin,0.0,4,4,0
2025-04-11,Dolo 650mg,0.0,4,4,0
